rainfall_mm,river_level_m,soil_moisture,wind_speed_kmph,temperature_c,population_density,elevation_m,infrastructure_vulnerability,road_accessibility,distance_to_water_body,primary_disaster,secondary_disaster,severity
185.7,4.61,0.41,49.6,29.6,123.0,279.8,0.66,0.79,2.77,Heavy Rain,Flood,High
75.2,1.96,0.86,42.7,14.6,1572.0,1645.1,0.74,0.78,5.32,Landslide Trigger,Landslide,High
138.1,9.08,0.54,133.3,27.3,393.0,359.5,0.89,0.79,10.9,Cyclone,Infrastructure Failure,High
229.9,2.21,0.87,53.3,18.0,620.0,2304.5,0.53,0.57,1.7,Landslide Trigger,Landslide,High
194.8,1.1,0.94,17.0,16.0,8715.0,428.0,0.65,0.79,8.94,Landslide Trigger,Landslide,High
43.2,4.25,0.71,37.5,15.0,4736.0,1768.9,0.49,0.18,8.05,Landslide Trigger,Landslide,High
263.9,4.05,0.91,37.6,19.9,342.0,770.2,0.61,0.28,4.2,Heavy Rain,Flood,High
247.0,8.04,0.89,107.7,27.0,2633.0,302.6,0.54,0.13,1.68,Cyclone,Flood,High
140.3,6.12,0.89,19.5,15.3,542.0,925.4,0.7,0.14,13.25,Landslide Trigger,Landslide,High
198.2,4.35,0.77,82.2,29.0,6721.0,98.1,0.16,0.83,8.59,Cyclone,Flood,Medium
245.9,3.64,0.65,17.2,26.4,2358.0,609.5,0.78,0.89,0.94,Heavy Rain,Flood,High
41.1,3.83,0.42,16.8,32.0,2257.0,1109.9,0.81,0.8,9.97,Earthquake,Fire,Medium
136.8,3.0,0.73,40.8,17.3,1401.0,1987.9,0.15,0.26,7.81,Landslide Trigger,Landslide,High
75.9,1.57,0.23,18.8,21.1,2614.0,125.6,0.55,0.37,7.14,Earthquake,Fire,Medium
35.8,3.88,0.34,12.7,19.9,838.0,1034.2,0.69,0.07,15.43,Earthquake,Fire,Medium
188.2,9.48,0.6,35.4,20.5,6225.0,596.2,0.23,0.84,0.51,Heavy Rain,Flood,High
28.2,3.03,0.31,32.2,17.5,374.0,433.8,0.23,0.9,10.37,Earthquake,Fire,Low
274.4,3.26,0.92,39.5,17.8,14568.0,1804.8,0.29,0.65,10.22,Landslide Trigger,Landslide,High
67.2,3.52,0.4,55.0,27.6,1242.0,631.5,0.19,0.31,4.13,Heavy Rain,Flood,Medium
131.5,7.55,0.62,67.4,22.2,8759.0,45.4,0.62,0.77,4.98,Cyclone,Infrastructure Failure,High
151.9,3.17,0.55,54.4,25.0,2238.0,736.2,0.61,0.9,8.17,Landslide Trigger,Landslide,Medium
8.7,1.58,0.07,7.2,36.6,4212.0,48.6,0.17,0.8,19.1,Extreme Heat,Fire,High
12.4,1.55,0.27,16.2,20.1,13893.0,1101.2,0.1,0.18,8.74,Earthquake,Disease Outbreak,High
0.8,1.75,0.07,34.3,41.2,699.0,483.8,0.23,0.34,14.92,Extreme Heat,Fire,High
190.2,3.18,0.37,152.2,22.2,1229.0,322.1,0.17,0.18,9.48,Cyclone,Infrastructure Failure,High
280.2,8.29,0.85,52.2,26.3,6008.0,133.1,0.24,0.12,2.02,Heavy Rain,Flood,Critical
10.5,1.31,0.33,27.8,35.3,1416.0,854.1,0.41,0.1,7.95,Extreme Heat,Fire,High
7.4,0.75,0.17,17.3,44.8,1561.0,726.8,0.39,0.19,5.53,Extreme Heat,Fire,High
231.6,5.24,0.59,31.5,15.5,13745.0,1656.4,0.75,0.4,2.7,Landslide Trigger,Landslide,High
178.9,6.47,0.75,22.9,19.3,3466.0,2086.3,0.83,0.85,10.02,Landslide Trigger,Landslide,High
278.3,2.26,0.63,130.3,30.3,5209.0,244.7,0.7,0.13,2.08,Cyclone,Infrastructure Failure,Critical
155.2,2.89,0.5,61.7,26.4,3585.0,222.2,0.8,0.24,7.47,Cyclone,Infrastructure Failure,High
1.8,2.2,0.1,39.1,45.8,428.0,460.8,0.32,0.62,24.57,Extreme Heat,Fire,High
28.0,3.75,0.18,21.5,26.8,1551.0,1453.4,0.81,0.23,5.86,Earthquake,Fire,High
12.4,1.63,0.28,30.0,36.9,1911.0,520.6,0.92,0.46,21.96,Extreme Heat,Fire,High
2.1,1.28,0.34,16.2,46.2,378.0,795.5,0.7,0.33,10.05,Extreme Heat,Fire,Critical
227.9,3.66,0.72,50.0,19.4,1565.0,1286.3,0.52,0.78,6.27,Landslide Trigger,Landslide,High
127.7,5.69,0.7,85.6,25.1,2855.0,373.7,0.63,0.08,8.71,Cyclone,Infrastructure Failure,High
196.9,5.58,0.63,94.1,22.9,1781.0,81.4,0.47,0.1,11.41,Cyclone,Infrastructure Failure,High
62.4,8.95,0.71,32.9,20.9,774.0,598.4,0.46,0.31,1.43,Heavy Rain,Flood,High
19.8,2.76,0.48,29.7,23.4,12619.0,207.1,0.59,0.69,6.2,Earthquake,Fire,Medium
52.4,7.16,0.42,35.6,29.0,2061.0,775.1,0.9,0.66,4.37,Heavy Rain,Flood,Medium
47.5,5.23,0.44,104.6,27.0,674.0,234.9,0.5,0.8,4.35,Cyclone,Infrastructure Failure,Medium
209.3,4.21,0.86,146.7,24.3,5726.0,20.6,0.92,0.85,8.92,Cyclone,Infrastructure Failure,Critical
248.2,7.27,0.42,21.1,23.5,4443.0,506.5,0.3,0.56,4.5,Heavy Rain,Flood,High
7.1,1.95,0.53,25.8,34.8,1379.0,647.5,0.45,0.82,10.47,Earthquake,Fire,Medium
275.8,10.44,0.52,49.3,18.7,1309.0,712.0,0.51,0.9,2.7,Heavy Rain,Flood,High
65.8,5.67,0.9,27.8,20.4,8004.0,345.6,0.74,0.5,3.15,Heavy Rain,Flood,High
14.8,1.43,0.07,14.2,40.1,4759.0,158.1,0.29,0.58,23.79,Extreme Heat,Fire,High
224.8,9.03,0.83,108.9,30.5,490.0,227.0,0.16,0.53,6.68,Cyclone,Flood,Medium
138.7,2.69,0.82,11.5,25.1,2219.0,436.0,0.11,0.55,7.75,Heavy Rain,Flood,Medium
257.1,9.47,0.56,90.4,32.0,1765.0,80.5,0.09,0.36,7.42,Cyclone,Flood,Medium
4.0,1.87,0.33,14.4,45.4,334.0,68.7,0.89,0.74,14.38,Extreme Heat,Fire,High
267.1,9.92,0.78,53.6,26.6,498.0,740.5,0.53,0.16,4.19,Heavy Rain,Flood,High
47.4,2.19,0.46,5.3,18.9,1648.0,1106.4,0.43,0.69,19.06,Earthquake,Fire,Medium
249.3,5.19,0.64,19.8,29.6,184.0,113.2,0.25,0.75,3.04,Heavy Rain,Flood,High
116.4,3.22,0.68,10.4,19.0,7994.0,648.0,0.82,0.66,6.19,Heavy Rain,Flood,High
44.1,7.76,0.81,135.9,27.6,4256.0,97.0,0.93,0.19,10.16,Cyclone,Infrastructure Failure,Critical
90.9,3.19,0.78,77.8,22.7,5871.0,399.4,0.38,0.81,0.4,Cyclone,Infrastructure Failure,Medium
44.4,3.66,0.61,5.3,16.5,7113.0,588.3,0.46,0.6,13.72,Earthquake,Disease Outbreak,Medium
2.8,2.11,0.34,14.4,40.9,2336.0,95.8,0.18,0.45,14.86,Extreme Heat,Fire,Medium
120.2,4.13,0.77,15.4,24.7,274.0,1826.0,0.73,0.91,6.13,Landslide Trigger,Landslide,High
94.8,4.09,0.41,114.8,23.7,2728.0,145.7,0.4,0.43,8.39,Cyclone,Infrastructure Failure,Medium
181.8,1.55,0.35,143.7,22.9,1110.0,284.2,0.38,0.56,11.05,Cyclone,Infrastructure Failure,High
13.2,2.38,0.27,8.0,43.4,261.0,381.1,0.22,0.76,12.83,Extreme Heat,Fire,Medium
199.8,5.21,0.62,48.4,27.0,1029.0,225.1,0.88,0.57,1.03,Heavy Rain,Flood,High
174.0,6.27,0.52,136.7,27.8,2563.0,51.1,0.89,0.33,1.64,Cyclone,Infrastructure Failure,Critical
336.9,9.38,0.54,11.6,19.2,1585.0,585.5,0.5,0.7,1.68,Heavy Rain,Flood,High
87.4,6.16,0.68,34.3,27.8,3878.0,145.6,0.55,0.68,6.48,Heavy Rain,Flood,Medium
138.9,1.83,0.81,38.6,23.0,2933.0,1076.0,0.13,0.45,13.7,Landslide Trigger,Landslide,Medium
11.3,2.09,0.2,36.3,37.7,7351.0,381.3,0.67,0.82,22.67,Extreme Heat,Fire,High
7.1,3.53,0.31,10.3,19.8,1337.0,948.6,0.17,0.32,5.77,Earthquake,Fire,Low
184.5,5.03,0.51,130.9,31.8,4466.0,303.9,0.19,0.17,4.05,Cyclone,Infrastructure Failure,Medium
164.1,9.77,0.54,12.8,19.6,1034.0,688.4,0.55,0.52,5.11,Heavy Rain,Flood,High
266.3,4.6,0.9,23.9,26.3,1487.0,22.7,0.54,0.12,3.04,Heavy Rain,Flood,High
310.7,4.46,0.79,46.1,24.7,1506.0,595.3,0.78,0.32,5.33,Heavy Rain,Flood,Critical
184.2,7.46,0.53,88.8,27.1,2620.0,328.1,0.65,0.86,11.17,Cyclone,Infrastructure Failure,High
1.5,0.96,0.26,33.8,46.0,1943.0,385.3,0.26,0.31,4.05,Extreme Heat,Fire,High
61.8,0.76,0.56,17.8,26.9,401.0,242.8,0.92,0.78,7.41,Earthquake,Fire,Medium
201.7,4.51,0.94,25.5,19.9,112.0,454.9,0.26,0.89,7.56,Heavy Rain,Flood,Medium
81.1,1.68,0.76,53.8,20.7,346.0,2389.1,0.94,0.42,10.51,Landslide Trigger,Landslide,High
4.3,1.62,0.14,8.0,34.0,2818.0,415.6,0.95,0.31,21.25,Extreme Heat,Fire,Critical
22.4,1.06,0.23,13.6,30.9,946.0,1997.4,0.84,0.35,19.53,Earthquake,Fire,High
9.0,3.55,0.47,9.9,23.6,2033.0,667.6,0.94,0.1,15.0,Earthquake,Fire,Medium
125.9,5.36,0.6,90.0,30.0,5333.0,350.5,0.82,0.55,11.27,Cyclone,Infrastructure Failure,High
322.5,5.23,0.63,24.3,23.6,1301.0,235.6,0.14,0.52,7.7,Heavy Rain,Flood,High
45.4,2.38,0.43,104.1,26.8,1878.0,320.9,0.35,0.33,8.9,Cyclone,Infrastructure Failure,Medium
11.6,0.6,0.05,32.8,40.7,8726.0,135.2,0.82,0.69,7.42,Extreme Heat,Fire,Critical
209.1,7.18,0.97,53.5,20.6,869.0,650.8,0.66,0.41,1.66,Heavy Rain,Flood,High
357.4,3.3,0.7,51.3,28.8,3189.0,133.7,0.19,0.92,3.0,Heavy Rain,Flood,High
351.9,4.0,0.47,13.8,28.9,2006.0,163.0,0.59,0.11,3.39,Heavy Rain,Flood,High
124.8,10.88,0.93,45.2,18.2,1130.0,268.3,0.87,0.62,5.06,Heavy Rain,Flood,High
57.3,6.45,0.94,18.5,21.5,734.0,1006.7,0.57,0.91,6.5,Landslide Trigger,Landslide,High
7.5,0.67,0.24,16.9,46.0,779.0,402.5,0.74,0.29,6.44,Extreme Heat,Fire,High
237.2,3.15,0.49,104.2,32.4,1519.0,373.0,0.18,0.51,2.56,Cyclone,Infrastructure Failure,Medium
202.0,10.61,0.94,27.3,23.9,112.0,718.0,0.34,0.43,6.47,Heavy Rain,Flood,High
92.0,3.1,0.32,121.1,24.9,5281.0,25.7,0.82,0.48,2.85,Cyclone,Infrastructure Failure,Critical
142.3,9.32,0.42,80.5,25.2,7835.0,73.2,0.6,0.42,4.61,Cyclone,Infrastructure Failure,High
358.4,2.94,0.52,35.5,25.4,3452.0,41.3,0.68,0.62,3.28,Heavy Rain,Flood,High
116.6,2.25,0.56,72.2,32.4,4752.0,192.7,0.5,0.33,3.88,Cyclone,Infrastructure Failure,High
249.2,8.44,0.7,64.5,28.2,931.0,306.5,0.84,0.07,1.72,Cyclone,Infrastructure Failure,High
60.2,2.16,0.37,5.2,31.4,3719.0,823.6,0.68,0.91,11.27,Earthquake,Fire,Medium
42.5,1.9,0.63,24.3,21.0,1539.0,321.9,0.64,0.47,17.01,Earthquake,Fire,Medium
115.6,7.92,0.44,28.6,24.6,5731.0,354.5,0.74,0.08,6.01,Heavy Rain,Flood,High
82.4,5.79,0.86,139.3,31.3,2136.0,124.8,0.19,0.08,5.21,Cyclone,Infrastructure Failure,Medium
75.8,1.34,0.27,7.5,33.6,7862.0,1296.4,0.36,0.61,13.67,Earthquake,Fire,Medium
40.5,2.99,0.8,132.8,25.9,101.0,153.8,0.27,0.24,6.45,Cyclone,Infrastructure Failure,Medium
100.1,5.84,0.63,23.6,21.1,362.0,2131.3,0.37,0.72,4.38,Landslide Trigger,Landslide,Medium
44.1,3.36,0.63,28.8,27.1,13398.0,1110.7,0.4,0.19,1.76,Earthquake,Disease Outbreak,High
270.0,5.06,0.74,36.4,23.3,2005.0,670.5,0.53,0.65,2.19,Heavy Rain,Flood,High
308.7,6.05,0.77,16.8,29.2,166.0,312.6,0.23,0.49,5.86,Heavy Rain,Flood,High
70.3,2.35,0.61,19.5,24.8,1008.0,307.5,0.86,0.87,16.25,Earthquake,Fire,Medium
361.3,7.18,0.79,45.0,19.6,2303.0,484.8,0.19,0.21,0.37,Heavy Rain,Flood,Critical
29.2,2.01,0.46,7.2,25.1,3346.0,442.6,0.55,0.71,11.91,Earthquake,Fire,Medium
120.5,5.59,0.7,36.8,23.1,3184.0,436.7,0.33,0.13,10.16,Landslide Trigger,Landslide,High
7.3,3.73,0.49,8.8,22.1,243.0,1323.8,0.26,0.85,16.88,Earthquake,Fire,Low
32.5,3.11,0.88,118.3,24.9,998.0,31.5,0.84,0.42,0.44,Cyclone,Infrastructure Failure,High
57.6,3.71,0.35,10.7,25.3,318.0,2002.4,0.67,0.56,16.28,Earthquake,Fire,Medium
275.0,2.48,0.62,143.5,26.5,1143.0,195.4,0.34,0.9,0.94,Cyclone,Infrastructure Failure,Medium
106.3,5.19,0.7,75.4,27.4,3249.0,296.7,0.65,0.16,10.42,Cyclone,Infrastructure Failure,High
267.0,1.8,0.86,26.9,27.1,891.0,1839.9,0.45,0.61,11.55,Landslide Trigger,Landslide,High
237.9,2.33,0.88,144.6,25.0,2083.0,330.0,0.33,0.57,6.27,Cyclone,Infrastructure Failure,Medium
215.2,3.47,0.79,46.5,24.0,2061.0,503.9,0.29,0.27,13.04,Landslide Trigger,Landslide,High
155.9,6.32,0.67,48.7,15.4,4809.0,1352.1,0.24,0.5,14.88,Landslide Trigger,Landslide,High
127.1,6.19,0.85,44.7,20.7,1629.0,738.6,0.5,0.59,4.78,Heavy Rain,Flood,High
234.8,6.88,0.69,17.9,27.8,4750.0,438.0,0.89,0.9,1.14,Heavy Rain,Flood,High
171.8,3.72,0.7,15.1,29.2,1770.0,155.0,0.39,0.77,2.1,Heavy Rain,Flood,Medium
200.6,4.04,0.55,32.9,19.8,4114.0,493.2,0.89,0.87,4.57,Heavy Rain,Flood,Medium
362.2,4.7,0.48,23.6,28.7,473.0,777.9,0.9,0.43,6.89,Heavy Rain,Flood,High
0.7,2.05,0.17,21.3,21.8,6599.0,1067.9,0.65,0.44,12.65,Earthquake,Fire,High
320.4,10.65,0.47,33.9,21.4,6456.0,47.2,0.2,0.78,5.38,Heavy Rain,Flood,High
260.4,8.81,0.46,145.9,25.5,244.0,223.2,0.7,0.45,0.7,Cyclone,Infrastructure Failure,High
3.8,0.88,0.25,5.0,45.3,1662.0,89.7,0.49,0.37,6.4,Extreme Heat,Fire,High
155.8,11.18,0.77,11.1,23.2,418.0,701.3,0.73,0.6,2.48,Heavy Rain,Flood,High
8.6,0.61,0.09,26.8,36.9,1167.0,463.6,0.9,0.81,14.53,Extreme Heat,Fire,High
288.4,3.2,0.46,32.2,19.9,2239.0,782.8,0.38,0.63,1.35,Heavy Rain,Flood,High
92.6,6.37,0.56,49.9,18.5,1230.0,731.8,0.76,0.08,6.68,Heavy Rain,Flood,High
77.3,2.34,0.3,15.9,16.3,3505.0,2177.1,0.45,0.9,1.75,Earthquake,Fire,Medium
19.7,2.36,0.39,26.1,16.4,4388.0,466.6,0.22,0.57,5.08,Earthquake,Fire,Medium
91.7,6.17,0.93,38.3,18.9,1101.0,868.1,0.64,0.53,1.7,Landslide Trigger,Landslide,High
14.2,1.29,0.26,22.1,41.2,2136.0,255.6,0.69,0.9,12.46,Extreme Heat,Fire,High
4.9,0.58,0.2,24.1,36.4,9427.0,689.2,0.23,0.84,24.65,Extreme Heat,Fire,High
282.5,6.58,0.71,48.2,23.8,2869.0,304.8,0.22,0.86,4.0,Heavy Rain,Flood,High
272.5,8.2,0.46,37.2,19.5,1750.0,72.2,0.58,0.13,4.27,Heavy Rain,Flood,High
6.5,0.85,0.35,24.6,43.6,12018.0,306.4,0.31,0.43,4.18,Extreme Heat,Fire,High
9.7,0.55,0.29,23.8,37.9,7313.0,74.2,0.67,0.27,5.74,Extreme Heat,Fire,Critical
55.7,5.14,0.76,33.2,19.1,11393.0,833.6,0.21,0.59,10.37,Landslide Trigger,Landslide,Medium
144.5,5.07,0.45,138.4,27.3,742.0,219.6,0.13,0.69,3.73,Cyclone,Infrastructure Failure,Medium
83.0,7.02,0.53,99.5,27.2,1286.0,150.2,0.65,0.65,1.3,Cyclone,Infrastructure Failure,High
4.3,1.42,0.11,12.4,34.3,926.0,809.1,0.3,0.16,6.85,Extreme Heat,Fire,High
202.6,2.1,0.38,121.3,25.7,1046.0,284.6,0.64,0.15,6.73,Cyclone,Infrastructure Failure,High
168.7,3.62,0.62,42.2,26.2,1760.0,2397.8,0.25,0.28,9.51,Landslide Trigger,Landslide,High
155.1,3.2,0.92,31.6,19.2,3467.0,1167.1,0.6,0.35,12.71,Landslide Trigger,Landslide,High
250.8,1.81,0.82,108.7,26.4,141.0,201.4,0.83,0.45,8.04,Cyclone,Infrastructure Failure,High
5.1,0.78,0.18,22.4,39.7,10516.0,617.2,0.59,0.78,11.68,Extreme Heat,Fire,High
1.6,1.29,0.15,24.9,46.1,6178.0,88.9,0.24,0.65,3.67,Extreme Heat,Fire,High
229.1,10.0,0.47,15.8,24.7,1367.0,757.6,0.6,0.89,3.38,Heavy Rain,Flood,High
240.9,6.97,0.51,20.1,22.5,975.0,2041.2,0.76,0.1,4.99,Landslide Trigger,Landslide,Critical
129.7,5.55,0.64,129.2,25.9,2638.0,247.0,0.63,0.28,7.07,Cyclone,Infrastructure Failure,High
1.3,0.74,0.12,22.5,45.8,1483.0,637.1,0.41,0.4,20.15,Extreme Heat,Fire,High
81.8,1.99,0.65,154.0,23.8,1032.0,23.4,0.8,0.68,9.38,Cyclone,Infrastructure Failure,High
267.0,3.45,0.8,35.9,22.8,2369.0,1299.2,0.53,0.78,3.64,Landslide Trigger,Landslide,High
228.6,6.81,0.37,128.5,27.5,282.0,358.2,0.79,0.08,11.05,Cyclone,Infrastructure Failure,Critical
171.2,7.38,0.49,43.6,18.1,4110.0,143.2,0.87,0.68,4.69,Heavy Rain,Flood,High
201.2,3.37,0.5,20.4,21.5,4298.0,1750.3,0.52,0.12,6.84,Landslide Trigger,Landslide,High
113.4,10.06,0.82,50.3,19.4,138.0,792.3,0.95,0.3,1.75,Heavy Rain,Flood,High
210.4,2.91,0.65,145.9,25.5,3237.0,269.8,0.35,0.24,2.34,Cyclone,Infrastructure Failure,High
115.2,2.07,0.91,32.9,17.4,4465.0,1296.8,0.92,0.44,5.49,Landslide Trigger,Landslide,High
246.6,4.4,0.57,46.1,21.2,1958.0,1701.2,0.86,0.73,13.46,Landslide Trigger,Landslide,High
39.1,2.61,0.31,34.5,28.3,3224.0,144.3,0.1,0.07,7.21,Earthquake,Fire,Medium
36.0,1.66,0.37,12.9,18.3,815.0,1531.7,0.34,0.58,10.78,Earthquake,Landslide,Low
49.5,2.68,0.34,137.2,30.3,3642.0,302.6,0.48,0.63,8.62,Cyclone,Infrastructure Failure,High
62.7,8.09,0.85,32.5,22.3,3877.0,229.2,0.83,0.36,5.18,Heavy Rain,Flood,High
237.8,5.99,0.83,110.1,27.7,10800.0,233.3,0.12,0.1,9.02,Cyclone,Disease Outbreak,High
75.0,2.35,0.46,19.5,16.9,1295.0,1701.4,0.33,0.8,15.2,Earthquake,Landslide,Medium
1.1,2.26,0.13,25.8,47.1,3843.0,616.7,0.36,0.3,11.53,Extreme Heat,Fire,High
15.0,2.0,0.24,17.4,34.7,4694.0,47.3,0.53,0.81,14.75,Extreme Heat,Fire,High
0.5,1.23,0.12,20.7,35.0,8276.0,859.6,0.43,0.94,7.13,Extreme Heat,Fire,High
232.8,10.88,0.4,43.7,28.8,1868.0,120.4,0.89,0.54,0.86,Heavy Rain,Flood,High
172.4,2.63,0.3,137.0,23.0,849.0,255.4,0.65,0.12,10.98,Cyclone,Infrastructure Failure,High
249.2,3.98,0.83,23.6,23.6,4431.0,483.6,0.32,0.65,1.45,Heavy Rain,Flood,High
72.7,7.0,0.38,100.4,24.7,6931.0,300.6,0.85,0.23,3.22,Cyclone,Infrastructure Failure,Critical
195.7,2.2,0.53,127.8,29.3,1620.0,251.8,0.14,0.7,3.46,Cyclone,Infrastructure Failure,Medium
160.9,5.25,0.61,29.6,18.7,5304.0,451.5,0.86,0.52,5.77,Landslide Trigger,Landslide,High
153.0,1.75,0.83,61.2,32.4,8356.0,198.2,0.07,0.57,4.17,Cyclone,Disease Outbreak,Medium
231.1,4.47,0.65,39.4,26.7,675.0,10.6,0.26,0.29,7.5,Heavy Rain,Flood,Medium
62.5,3.61,0.97,24.2,19.4,6270.0,94.5,0.28,0.07,5.78,Heavy Rain,Disease Outbreak,High
3.3,0.61,0.08,20.1,37.2,9132.0,474.0,0.87,0.56,7.83,Extreme Heat,Fire,Critical
28.4,1.83,0.36,26.8,24.0,1410.0,1892.0,0.55,0.14,18.94,Earthquake,Landslide,Medium
116.2,6.22,0.52,49.4,19.9,3867.0,370.0,0.39,0.83,4.89,Heavy Rain,Flood,Medium
237.5,6.46,0.44,30.9,27.8,2280.0,495.5,0.16,0.06,6.67,Heavy Rain,Flood,Medium
4.5,1.9,0.29,15.4,40.9,942.0,390.6,0.17,0.23,11.44,Extreme Heat,Fire,High
68.3,4.28,0.41,38.2,21.8,1458.0,778.8,0.37,0.06,1.63,Heavy Rain,Flood,High
12.6,0.56,0.33,36.2,41.5,1666.0,498.4,0.63,0.09,17.04,Extreme Heat,Fire,High
0.8,1.41,0.21,36.1,35.5,1703.0,743.9,0.33,0.41,6.83,Extreme Heat,Fire,High
99.7,7.03,0.86,29.9,23.9,2258.0,680.5,0.28,0.85,5.68,Heavy Rain,Flood,Medium
240.4,4.49,0.56,46.1,18.5,5188.0,793.8,0.41,0.49,1.13,Heavy Rain,Flood,High
251.4,3.48,0.75,17.2,14.0,514.0,889.6,0.15,0.42,10.53,Landslide Trigger,Landslide,High
204.9,7.2,0.41,67.6,32.3,6472.0,108.0,0.75,0.2,10.25,Cyclone,Infrastructure Failure,High
251.9,7.65,0.66,92.0,24.9,2916.0,53.1,0.37,0.48,6.17,Cyclone,Flood,Medium
5.5,1.78,0.32,10.7,39.3,4277.0,144.0,0.89,0.3,16.37,Extreme Heat,Fire,Critical
268.1,1.38,0.78,17.6,26.5,5800.0,1459.6,0.19,0.08,10.37,Landslide Trigger,Landslide,High
250.9,2.89,0.56,36.1,22.4,207.0,461.9,0.43,0.86,4.85,Landslide Trigger,Flood,Medium
14.7,1.77,0.1,36.7,41.2,4633.0,155.3,0.71,0.69,23.2,Extreme Heat,Fire,High
84.1,3.19,0.71,80.9,26.8,2032.0,313.9,0.76,0.8,9.43,Cyclone,Infrastructure Failure,High
266.1,4.56,0.56,24.2,19.4,2044.0,225.8,0.87,0.14,1.76,Heavy Rain,Flood,High
10.8,1.87,0.08,37.3,42.0,1052.0,340.1,0.67,0.09,19.4,Extreme Heat,Fire,Critical
67.2,2.07,0.47,11.6,28.5,3177.0,1710.3,0.46,0.85,9.99,Earthquake,Fire,Medium
164.4,8.23,0.78,99.0,24.5,927.0,165.4,0.52,0.78,9.93,Cyclone,Infrastructure Failure,Medium
124.8,4.85,0.61,19.9,25.1,6282.0,597.9,0.36,0.93,4.8,Landslide Trigger,Landslide,Medium
373.3,4.91,0.42,41.7,23.4,201.0,89.6,0.83,0.17,5.69,Heavy Rain,Flood,High
64.4,2.91,0.88,125.9,30.8,955.0,162.1,0.48,0.55,4.1,Cyclone,Infrastructure Failure,High
258.5,4.81,0.95,17.6,29.6,1398.0,21.7,0.45,0.56,3.9,Heavy Rain,Flood,High
147.6,4.82,0.74,125.2,31.2,2916.0,103.7,0.38,0.49,7.35,Cyclone,Infrastructure Failure,High
153.5,3.78,0.52,14.7,26.2,4286.0,532.0,0.1,0.85,7.61,Heavy Rain,Flood,Medium
334.7,6.49,0.74,53.9,24.4,778.0,725.2,0.45,0.58,0.76,Heavy Rain,Flood,High
319.4,11.39,0.63,12.1,27.6,2285.0,487.5,0.72,0.74,1.67,Heavy Rain,Flood,Critical
40.0,1.57,0.64,24.9,23.2,987.0,653.0,0.2,0.53,14.89,Earthquake,Landslide,Low
4.3,1.76,0.09,27.9,38.0,8779.0,20.2,0.83,0.26,4.92,Extreme Heat,Fire,Critical
62.3,2.63,0.64,16.2,28.6,10721.0,186.6,0.54,0.31,8.53,Earthquake,Disease Outbreak,High
68.9,5.22,0.8,31.8,27.3,8225.0,444.4,0.34,0.28,5.25,Landslide Trigger,Landslide,High
174.2,8.09,0.36,149.6,30.7,1655.0,76.6,0.41,0.75,8.57,Cyclone,Infrastructure Failure,High
367.7,3.64,0.64,31.6,22.5,3802.0,296.9,0.44,0.23,0.51,Heavy Rain,Flood,High
235.8,5.82,0.72,28.4,22.9,4296.0,976.3,0.09,0.14,4.3,Landslide Trigger,Landslide,High
52.2,3.88,0.44,54.8,21.5,8903.0,127.9,0.52,0.38,2.0,Heavy Rain,Disease Outbreak,High
249.6,3.37,0.65,24.3,19.3,1194.0,1033.4,0.57,0.11,10.48,Landslide Trigger,Landslide,High
113.1,6.17,0.94,27.0,26.0,293.0,211.5,0.32,0.19,1.1,Heavy Rain,Flood,High
81.8,5.56,0.51,40.1,19.3,1303.0,1413.1,0.32,0.71,8.88,Landslide Trigger,Landslide,Medium
337.5,4.23,0.46,50.4,22.2,530.0,445.5,0.58,0.52,2.94,Heavy Rain,Flood,High
88.7,3.71,0.87,41.6,15.4,5136.0,1496.0,0.62,0.19,10.84,Landslide Trigger,Landslide,High
221.7,6.92,0.31,99.1,25.7,2960.0,269.4,0.87,0.77,2.67,Cyclone,Infrastructure Failure,High
261.1,6.87,0.5,43.0,19.8,12788.0,2119.7,0.6,0.76,4.53,Landslide Trigger,Landslide,High
78.2,4.15,0.84,11.0,27.8,1554.0,21.0,0.6,0.68,5.29,Heavy Rain,Flood,High
27.4,0.88,0.18,22.7,25.4,1857.0,1645.7,0.41,0.07,10.68,Earthquake,Fire,Medium
120.5,6.86,0.9,29.8,22.2,158.0,2094.6,0.12,0.51,7.18,Landslide Trigger,Landslide,High
291.7,7.05,0.34,78.0,30.5,3409.0,337.4,0.08,0.8,7.45,Cyclone,Flood,Medium
63.1,1.41,0.5,11.4,15.8,1419.0,482.4,0.43,0.51,4.39,Earthquake,Landslide,Low
38.1,1.45,0.16,23.2,22.9,4495.0,692.1,0.82,0.5,17.47,Earthquake,Fire,High
65.4,7.07,0.42,101.9,22.7,7569.0,331.0,0.83,0.47,1.6,Cyclone,Infrastructure Failure,Critical
59.5,2.67,0.55,18.0,30.7,2232.0,1044.3,0.47,0.76,18.88,Earthquake,Fire,Medium
65.7,2.44,0.24,19.0,34.4,207.0,1668.9,0.47,0.63,16.41,Earthquake,Fire,Medium
239.2,1.3,0.89,39.7,16.8,2522.0,1034.5,0.1,0.19,4.95,Landslide Trigger,Landslide,High
318.2,3.69,0.54,30.4,24.2,5092.0,613.3,0.61,0.15,3.63,Heavy Rain,Flood,High
101.6,6.43,0.63,43.5,25.0,923.0,316.6,0.57,0.43,1.45,Heavy Rain,Flood,High
163.6,2.02,0.8,53.4,17.6,1397.0,1383.0,0.59,0.13,14.66,Landslide Trigger,Landslide,High
